0.000000000000000000e+00 2.807547494232660035e-01 5.141725450388350688e-02 7.242691479945316535e-02 -1.303304256688475084e-02 6.731527114658123444e-03 -2.797722711856934392e-03 2.656857841334715753e-04 1.113274714322282132e-03 3.843386816512604125e-04
1.000000000000000056e-01 7.842072102349030571e-02 6.068418724064651715e-02 7.706588951604959048e-02 -2.541248749375981698e-03 -1.902869869252678953e-02 -1.112854888398356716e-02 -6.584458390239294502e-03 -1.075951926557756552e-02 -7.943034527703127581e-03
2.000000000000000111e-01 2.168746023410040580e-01 -7.382173725833690581e-02 -5.212014263614087040e-02 -3.884782143020949763e-02 -1.520728126241513434e-02 -1.462897079598329472e-02 -7.867612962139891586e-03 -1.568124134941021111e-02 -1.700221346742691875e-02
3.000000000000000444e-01 4.229586640756009819e-02 -7.252974010966423135e-02 1.694596434921731565e-02 -2.237577683815489271e-02 -1.562594017973466948e-02 -2.217812329711148917e-02 -2.389044203439366632e-02 -1.907738984965775056e-02 -1.924070083147683824e-02
4.000000000000000222e-01 1.057878488735661399e-01 1.443234923067327966e-02 -9.279346768497717668e-03 -4.663488089741557596e-02 -3.812135539763150671e-02 -2.526155766684892029e-02 -2.558085367870066573e-02 -1.887407894389977678e-02 -2.038463634838101612e-02
5.000000000000000000e-01 -5.592597215914573913e-03 -9.515266231756769333e-02 -6.921774104281185058e-02 -2.382722365254587998e-02 -1.309712286301584552e-02 -2.378858014862967468e-02 -1.918614776351211873e-02 -2.211904775980806648e-02 -2.002208992247800010e-02
6.000000000000000888e-01 2.282632767090043979e-02 -1.545977197219814032e-02 9.562264813328293089e-02 -3.690049329275484763e-02 -2.349276399005342450e-02 -2.182734693787435204e-02 -1.388285764463461844e-02 -1.644752567905329380e-02 -1.731248993067141181e-02
7.000000000000000666e-01 8.959776509954722745e-02 -3.887381335991222514e-02 4.066403215411306532e-02 -4.231030947759613185e-03 -1.085219352458990233e-02 -1.718357468235430854e-02 -6.462685511816363727e-03 -1.339674468475325619e-02 -1.252436308249137500e-02
8.000000000000000444e-01 2.183875864804732392e-01 -2.468824656391822078e-03 2.995341081948999992e-03 -3.607039043267894207e-02 -3.004046307533599081e-04 -3.520219243779481189e-03 -6.253316566147542992e-03 -1.502513402203263342e-03 -4.145826829348418958e-03
9.000000000000000222e-01 -2.085029959840417613e-02 9.016951792521897546e-03 1.175661415288643992e-02 1.130591799564963518e-03 1.796440582663623442e-02 1.535815694466473834e-02 7.715457880032679759e-03 4.428596075676981964e-03 4.407476884533222290e-03
1.000000000000000000e+00 -3.330776589291613993e-02 2.847451649325943857e-02 5.596526808951387405e-02 -3.550066080294712878e-03 1.526931065690038600e-02 1.698066681008518486e-02 1.412836919656646970e-02 1.482821866182254533e-02 1.562635959058038607e-02
1.100000000000000089e+00 -5.852872809661985309e-03 6.962605350949585548e-02 4.266378591711202095e-02 1.056062205911203339e-02 3.516990225722137903e-02 2.515256750332999988e-02 3.128528189752984717e-02 2.893447033225785350e-02 2.811996357945684144e-02
1.200000000000000178e+00 -1.639158972318124352e-01 -4.791750649941953211e-02 2.181780641132808132e-02 5.360415395790047582e-02 5.592112529340610011e-02 3.967179252175989657e-02 4.307595503761415395e-02 4.527966133440620988e-02 4.187165043613456927e-02
1.300000000000000044e+00 -6.411791641172244482e-02 7.480070398060185977e-02 1.111714902193754878e-01 4.846989977690539797e-02 5.752919480362524152e-02 5.973435452289391212e-02 5.470737738522274407e-02 5.764324677194602314e-02 5.503673841361959862e-02
1.400000000000000133e+00 -1.854509962533905376e-02 1.472042180153053936e-01 6.432052824993632345e-02 5.747384669431630094e-02 5.074290652136537183e-02 6.869184785183918285e-02 7.097758401267591222e-02 7.022812600288480533e-02 7.127247102493773634e-02
1.500000000000000000e+00 5.548293903791640114e-02 4.539191530950212328e-02 5.915592062154102077e-02 9.176291187744456401e-02 8.527496598128517236e-02 9.438166170426905144e-02 8.981448932392019358e-02 8.696119835720286795e-02 8.743370112822619611e-02
1.600000000000000089e+00 -1.381821702292396203e-02 1.297891399991053518e-01 7.409857520258339436e-02 1.019237835871395215e-01 1.031686366396662724e-01 1.086071354581042842e-01 1.052127137165346088e-01 1.037587554217429403e-01 1.011971054170070633e-01
1.700000000000000178e+00 -8.089903546013882396e-02 1.322674469143171605e-01 1.639914435997324449e-01 9.141293501481755068e-02 1.254823712307996386e-01 1.166257123174426202e-01 1.163675870857964340e-01 1.171663212195097753e-01 1.170166199256725825e-01
1.800000000000000044e+00 1.079052593474531530e-01 9.169823367409993264e-02 1.856135547409407116e-01 1.514215543885982507e-01 1.377334512092060481e-01 1.301148612418537021e-01 1.334066337639496225e-01 1.319802663179980295e-01 1.315035039709066822e-01
1.900000000000000133e+00 1.692008763995280496e-01 1.061642210005530884e-01 1.330833948623215413e-01 1.252063847138077946e-01 1.290327522129506022e-01 1.525574996008651207e-01 1.507927189115337019e-01 1.455036678860832378e-01 1.467690727333359479e-01
2.000000000000000000e+00 2.458405570688845243e-01 9.329123744232187265e-02 1.343342165173812830e-01 1.578793670653111936e-01 1.492910945903099251e-01 1.671976048514907665e-01 1.625787879564183636e-01 1.601614449270817031e-01 1.617892484751072557e-01
2.100000000000000089e+00 3.497328490162205927e-01 2.568921239683729096e-01 1.326321856368434804e-01 1.849005956830168940e-01 1.699121734109455273e-01 1.772446960052576626e-01 1.755932415544157743e-01 1.772711796392296701e-01 1.724378798940160162e-01
2.200000000000000178e+00 2.653368724048664751e-01 1.717464086967982473e-01 1.478887663841652600e-01 1.868551362103442748e-01 1.703984515323644366e-01 1.789766501604968252e-01 1.839791267397740959e-01 1.835612778576360682e-01 1.859507811522474741e-01
2.300000000000000266e+00 5.196386593666671438e-02 1.634950542087282854e-01 1.647191070201400875e-01 1.843673122643027795e-01 1.898721617614161639e-01 1.928945383692744209e-01 1.924513173229332186e-01 1.909633029252142677e-01 1.938309774087289272e-01
2.400000000000000355e+00 1.615406941760773873e-01 1.441951066312306962e-01 2.486497014359363433e-01 1.749803181804241992e-01 1.883091739613425575e-01 2.062151243985484439e-01 1.967363637194690096e-01 1.994389737772848392e-01 2.017929708724338356e-01
2.500000000000000000e+00 1.763821494215552788e-01 1.921443500362410017e-01 2.213728871114046537e-01 2.170652693201193806e-01 2.141376768752967508e-01 2.027554567406158748e-01 2.083555064651031186e-01 2.043867861311682022e-01 2.049492881707782044e-01
2.600000000000000089e+00 -5.659950239429972774e-02 2.297097082286843617e-01 2.184805945589958498e-01 1.899307611451732658e-01 2.135091868342038346e-01 2.166483912884233920e-01 2.102985899213931920e-01 2.064933587728737530e-01 2.099220160005401681e-01
2.700000000000000178e+00 2.373710632165600409e-01 2.896076177786827688e-01 2.950973277762746205e-01 1.871751884519398390e-01 2.027365059565606198e-01 2.128252958438408005e-01 2.069148336010581679e-01 2.092750874028134755e-01 2.095863842534274324e-01
2.800000000000000266e+00 2.945981679347665638e-01 9.754110774305532749e-02 2.879707245443033359e-01 1.984591783538963705e-01 2.011658652685584248e-01 2.036724715242464179e-01 2.066009712144593058e-01 2.070828703717310371e-01 2.073615532713068976e-01
2.900000000000000355e+00 2.508607199187832260e-01 1.921904899943218947e-01 1.976366552894057438e-01 2.000809411481910549e-01 2.088298424772459527e-01 2.102192281140302099e-01 2.045306598898916639e-01 2.037900932486831351e-01 2.029584541603133285e-01
3.000000000000000000e+00 3.291731092080175669e-01 1.191493911207958944e-01 1.556801606246529801e-01 1.680145750462798959e-01 2.051390081686088052e-01 2.018118793336485528e-01 1.935702386451174650e-01 1.940339653587748736e-01 1.958481966552066689e-01
3.100000000000000089e+00 2.011285175412806103e-01 1.884586753219682498e-01 2.099624089284886086e-01 2.172032168523526652e-01 1.773412417130982577e-01 1.777019449470840229e-01 1.826931119863885455e-01 1.830107155858210488e-01 1.855411519679189547e-01
3.200000000000000178e+00 2.316265821907939615e-01 1.025004141002560931e-01 1.912951842540104863e-01 1.824864482643542840e-01 1.829547295617305336e-01 1.679749397234023278e-01 1.717448072837301498e-01 1.699599521061706531e-01 1.704119360633675195e-01
3.300000000000000266e+00 2.249027471540358536e-01 5.051041161033728577e-02 1.299318427040375978e-01 1.630457931862089316e-01 1.513127510334587866e-01 1.518353555978596559e-01 1.560284357671050670e-01 1.526945623187207224e-01 1.540717484355378641e-01
